//Input. Needs to be first e.g [I] replaced by click or tap,
Click,クリック
HeroesQuincyPetDadOfQuincyShortName,クインシーペットのパパ
HeroesGwendolinPetFirefoxShortName,グウェン・ファイヤーフォックス・ペット
BloonsMOABSkinFootballShortName,フットボールMOAB
BloonsBFBSkinPizzaShortName,ビザBFB
BloonsZOMGSkinWatermelonShortName,スイカZOMG
BloonsMOABSkinMaulerShortName,マウラーMOAB
BloonsMOABSkinPufferFishShortName,フグMOAB
BloonsAllBloonsDecalGooglyEyesShortName,ぐるぐる目玉
BloonsDDTSkinSharkShortName,シャークDDT
BloonsAllBloonsPopsConfettiShortName,お菓子ポップFX
BloonsBADSkinPinataShortName,ピニャータ―BAD
CoopEmoteAnimationDiscoBallShortName,ミラーボール
CoopEmoteAnimationConfettiShortName,コンフェティ大砲
CoopEmoteTextAmazingShortName,アメージングテキスト
CoopEmoteTextPerfectTimingShortName,パーフェクトタイミングテキスト
CoopEmoteAnimationSirenShortName,サイレン
CoopEmoteAnimationLoveHeartsShortName,ラブハート
CoopEmoteIconNoCashDropsShortName,キャッシュ投下無し
CoopEmoteTextWhyShortName,なぜ！？テキスト
CoopEmoteSoundAirhornShortName,空中
CoopEmoteTextAllIsFineShortName,万事順調
CoopEmoteIconStopShortName,ストップ
CoopEmoteIconDangerShortName,危険
GameUIUpgradesDisplayNamedMonkeysShortName,モンキーネーム
GameUIMusicTrackMusicTitleFiestaMixName,ジュークボックス：メインテーマ‐フィエスタミックス
GameUIMusicTrackMusicTitleFiestaMixShortName,メイン-フィエスタ
GameUIMusicTrackMusicTitleFiestaMixDescription,パーティータイム・メインテーマのリミックスで踊りながらプレイしよう。\nメインメニューの設定のジュークボックスで音楽を有効にしよう
GameUIMusicTrackMusicSunshineGameboyMixName,ジュークボックス：サンシャインセレナーデ‐ゲームボーイミックス
GameUIMusicTrackMusicSunshineGameboyMixShortName,セレナーデ‐ゲームボーイ
GameUIMusicTrackMusicSunshineGameboyMixDescription,サンシャインセレナーデが伝統的なリミックスをチャネリングするので、8ビット通りの旅を楽しもう。\nメインメニューの設定のジュークボックスで音楽を有効にしよう
GameUIMusicTrackMusicTropicalComplextroMixName,ジュークボックス：トロピカルカーニバルーコンプレクストロ・ミックス
GameUIMusicTrackMusicTropicalComplextroMixShortName,カーニバルーコンプレクストロ
GameUIMusicTrackMusicTropicalComplextroMixDescription,モンキーたちは、ノリノリのコンプレクストロに合わせて割るのが好き、そしてトロピカルカーニバルリミックスはいつも期待に応えてくれる。n\メインメニューの設定のジュークボックスで音楽を有効にしよう
GameUIMusicTrackMusicTribesFunkedMixName,ジュークボックス：トライブ＆トリビュレ―ション‐ファンキーミックス
GameUIMusicTrackMusicTribesFunkedMixShortName,トライブ‐ファンキー
GameUIMusicTrackMusicTribesFunkedMixDescription,ファンキー要素なしに、こんなにたくさんのモンキーを持つなんて不可能。幅広い襟と金のチェーンを身にをつけて、このグルービーリミックスに合わせて割っていこう。n\メインメニューの設定のジュークボックスで音楽を有効にしよう
GameUIProfileAvatar13Name,カスタムアバター‐バイカーボーン
GameUIProfileAvatar13ShortName,バイカーボーンのアバター
GameUIProfileAvatar13Description,「我こそ復讐のモンキーなり！」n\メインメニューのアバターポートレイトで、プレイヤーアバターを設定しよう
GameUIProfileAvatar14Name,カスタムアバター‐変身トニック錬金術師
GameUIProfileAvatar14ShortName,変身アバター
GameUIProfileAvatar14Description,最高のトニックとは強いトニック。n\メインメニューのアバターポートレイトで、プレイヤーアバターを設定しよう
GameUIProfileAvatar15Name,カスタムアバター‐森の精のドルイド
GameUIProfileAvatar15ShortName,森のドルイドのアバター
GameUIProfileAvatar15Description,ドルイド的な平静と自然との一体感。n\メインメニューのアバターポートレイトで、プレイヤーアバターを設定しよう
GameUIProfileAvatar16Name,カスタムアバター‐ゲットしよう！パット
GameUIProfileAvatar16ShortName,パットファッツィーのアバター
GameUIProfileAvatar16Description,これほどのジャイアントモンキーは無いのでは。n\メインメニューのアバターポートレイトで、プレイヤーアバターを設定しよう
GameUIProfileAvatar17Name,カスタムアバター‐気取ったプロフィールのエジリ
GameUIProfileAvatar17ShortName,エジリのアバター
GameUIProfileAvatar17Description,今までで最高に素敵なエジリ。n\メインメニューのアバターポートレイトで、プレイヤーアバターを設定しよう
GameUIProfileAvatar18Name,チャーチルのアバター‐チャーチルのアクション
GameUIProfileAvatar18ShortName,チャーチルのアバター
GameUIProfileAvatar18Description,戦火にあるモンキーヒーローたちにこのオマージュを表示することは、愛国者としての義務かもしれない。n\メインメニューのアバターポートレイトで、プレイヤーアバターを設定しよう
MonkeyNameHeader,モンキーネームを編集
MonkeyNameInstruction,それぞれの種類の初モンキーに、カスタムネームを選ぼう。適切に表示されるために、名前は20文字そして2行にしよう。行を分けるにはスペースを使おう
OdysseyCompleteDescription,おめでとう、勇敢な冒険者よ！おっでっ性をクリアしたので、これらの報酬を獲得しました！
HeroBoosterDescription,今すぐにヒーローをレベル10にブーストアップする？
InappropriateNamedMonkeyName,もっと適切なモンキーネームを選んでください
PatchNotesLink,完全なアップデートについては、こちらでご確認ください：
TrophyPurchaseConfirmation,{1}個のトロフィーで{0}を買いますか？
TrophyPurchaseInsufficient,このアイテムを買うのに十分なトロフィーがありません。レースやオデッセイモードで、もっとトロフィーを獲得しよう。
TrophyStoreBought,購入済み
LotusIsland,ロータスアイランド
OctoJonesStrikerJonesSkinName,オクトジョーンズのスキン
OctoJonesStrikerJonesSkinDescription,我こそが海なり！
OdysseyRestartVoyage,航海を初めらやり直す
CoopEmoteTextAmazingWord,アメージング！
CoopEmoteTextPerfectTimingWord,パーフェクトタイミング！
CoopEmoteTextWhyWord,なぜ？！
CoopEmoteTextAllIsFineWord,万事順調
PlayerStatsTimesUpgraded,アップグレードの回数
PlayerStatsTimesSacrificed,犠牲の回数
TrophyStoreInfoHeader,トロフィーストア情報
TrophyStoreInfoBody,トロフィーストアには、今まで以上に素敵なスキンアップグレードがたくさん！\n• オデッセイをクリアしたり、レースで上位入りしたり、ボスを倒してトロフィーを獲得しよう\n• 購入したアイテムのほとんどは、インベントリタブで有効にしたり無効にしたりできます\n• 購入した曲はジュークボックスに表示されます\n• 購入したアバターやバナーは、メインメニューのプロフィールに表示されます\n• ネームを付けたモンキーは、ゲーム内のアップグレードパネルで編集できます
RestartOdysseyBody,本当にオデッセイをやり直しますか？
OdysseyBannerRewards,報酬やトロフィーを獲得しよう！
UpdateNotes,アップデートノート
OdysseyEventEnded,オデッセイイベントが終了しました！
NamedMonkeysAll,全て
NamedMonkeysTitle,名前を付けたモンキー
PlayerStatsLifetimeTrophies,生涯トロフィー
OdysseyCompletedRewards,コンプ済み！
OdysseyCrewReset,本当にクルーをリセットしたいのですか？
Etienne,エティエンヌ
Etienne Short Description,ドローンディレクター
Etienne Description,このハイテクヒーローは、リモコンドローンでどこからでもブルーンを追跡できる。
Etienne Level 1 Description,致命的なミニドローンを飛ばし、ブルーンを襲撃する。
Etienne Level 2 Description,エティエンヌの範囲が拡大した。
Etienne Level 3 Description,ドローンの群れ：エティエンヌが追加で4機のドローンを飛ばし、大々的にブルーン割りをする。
Etienne Level 4 Description,ドローンの割るパワーが増大。
Etienne Level 5 Description,ドローンの攻撃速度が増加し、赤外線カメラで迷彩ブルーンを撃てるようになる。
Etienne Level 6 Description,ドローンの群れの能力クールダウンが短縮される。
Etienne Level 7 Description,エティエンヌが一度に2機のドローンをコントロールするようになる。
Etienne Level 8 Description,UAV：全てのモンキーが、迷彩ブルーン検知できるようになる。
Etienne Level 9 Description,ドローンが割れる層が一層増える。
Etienne Level 10 Description,UCAV：航空監視ドローンが、短い間、戦闘ドローンとして猛威をふるう。
Etienne Level 11 Description,エティエンヌが一度に3機目のドローンをコントロールできるようになる。
Etienne Level 12 Description,ドローンアップグレード！破裂パワーと飛行速度がパワーアップ。
Etienne Level 13 Description,UCAVの能力クールダウンが短縮される。
Etienne Level 14 Description,ドローンによるダメージが大幅に増大される。
Etienne Level 15 Description,UCAVダメージ出力と期間が大幅に増大される。
Etienne Level 16 Description,エティエンヌの範囲、ドローン割りパワー、ドローンの群れのクールダウンが向上する。
Etienne Level 17 Description,UCAVダメージ出力が、またさらに増大する！
Etienne Level 18 Description,ドローンのダメージがアップ。
Etienne Level 19 Description,エティエンヌが常に4機のドローンをコントロールするようになる。
Etienne Level 20 Description,Perma-UCAV：監視ドローンが永久的なUCAVになる。有効化すると、短い間、もっとパワフルになり全ての種類のブルーンを割れるようになる。
Drone Swarm Ability,ドローンの群れ
