//Input. Needs to be first e.g [I] replaced by click or tap,
Click,点击
TowerProjectileBoomerangCandyCaneName,回旋镖猴糖果棒
TowerProjectileBoomerangCandyCaneShortName,糖果棒
TowerProjectileBoomerangCandyCaneDescription,这些美味的糖果棒可击破气球！这是限时出售的道具哦！
BloonsAllBloonsSantaHatsName,圣诞帽
BloonsAllBloonsSantaHatsShortName,圣诞帽
BloonsAllBloonsSantaHatsDescription,气球+圣诞帽，这是噩梦还是最好的礼物？这是限时出售的道具哦！
BloonsAllBloonsRudolphNoseName,红鼻子贴纸
BloonsAllBloonsRudolphNoseShortName,红鼻子
BloonsAllBloonsRudolphNoseDescription,这些闪亮的鼻子可装饰MOAB，照亮其他气球！这是限时出售的道具哦！
BloonsAllBloonsPopsSnowflakesName,雪花效果
BloonsAllBloonsPopsSnowflakesShortName,雪花效果
BloonsAllBloonsPopsSnowflakesDescription,将每个气球击破，化成特殊的雪花！
BloonsMOABSkinGlacierName,冰冻冰川MOAB
BloonsMOABSkinGlacierShortName,冰冻冰川MOAB
BloonsMOABSkinGlacierDescription,穴居猴警告其他猴子。大气球来了。大气球冻僵了。穴居猴饥肠辘辘。有香蕉吗？
CoopEmoteAnimationHappyHolidaysName,节日快乐表情
CoopEmoteAnimationHappyHolidaysShortName,节日快乐
CoopEmoteAnimationHappyHolidaysDescription,这个表情可用于祝大家节日快乐！限时收藏品！欲购从速！
CoopEmoteAnimationCelebrationName,庆祝表情
CoopEmoteAnimationCelebrationShortName,庆祝
CoopEmoteAnimationCelebrationDescription,新年倒计时，许个个人能完成的最高回合愿望！
CoopEmoteAnimationFacepalmName,面部表情
CoopEmoteAnimationFacepalmShortName,面部
CoopEmoteAnimationFacepalmDescription,本不分享现金？昆西让气球经过他的船头？Ezili在很多情况下都能作出合适的面部表情！
GameUIPowerSkinBaubleMineName,自定义力量--宝石矿
GameUIPowerSkinBaubleMineShortName,宝石矿
GameUIPowerSkinBaubleMineDescription,炸毁MOAB，然后装饰圣诞树！这是限时出售的道具哦！
GameUIPowerSkinRetroTechbotName,自定义力量——复古科技机器人
GameUIPowerSkinRetroTechbotShortName,复古科技机器人
GameUIPowerSkinRetroTechbotDescription,使用这个超级有条不紊的复古科技机器人 ，可继续保持已激活技能，不包括电池。这是限时出售的道具哦！
GameUIPowerSkinIcebergPontoonName,自定义力量--冰山浮船
GameUIPowerSkinIcebergPontoonShortName,冰山浮船
GameUIPowerSkinIcebergPontoonDescription,这个超级酷的冰山浮船，可助您击破气球。
GameUIProfileAvatar27Name,自定义化身——皇家飞行员
GameUIProfileAvatar27ShortName,皇家飞行员化身
GameUIProfileAvatar27Description,皇家飞行员来救援！让这个伟大的化身指挥天空。
GameUIProfileAvatar28Name,自定义化身-机枪猴
GameUIProfileAvatar28ShortName,机枪猴化身
GameUIProfileAvatar28Description,您已看过猴塔了，现在拿住化身！击破气球！
GameUIProfileAvatar29Name,自定义化身——冬忍者
GameUIProfileAvatar29ShortName,冬忍者化身
GameUIProfileAvatar29Description,购买这个冬忍者化身，庆祝节日吧。这是限时出售的道具哦！
GameUIProfileAvatar30Name,自定义化身--假日补丁
GameUIProfileAvatar30ShortName,假日补丁化身
GameUIProfileAvatar30Description,补丁有一个更新信息，圣诞快乐，新年快乐！这是限时出售的道具哦！
RecurringRangs,反复出现的回旋镖
RecurringRangsDescription,返回回旋镖猴的回旋镖将被再次投掷。
FirstLastLineOfDefense,首条最后一道防线
FirstLastLineOfDefenseDescription,每款游戏刺钉工厂的首购价低于150块。
FlankingManeuvers,侧翼机动
FlankingManeuversDescription,当设置为“上一个”目标优先时，狙击手猴、猴子潜艇和猴子海盗的攻击速度提高10%。
EmergencyUnlock,紧急解锁
EmergencyUnlockDescription,激活技能：解锁锁定的机枪猴，并提高他们的短时间旋转速度。
GorgonStorm,蛇发女怪风暴
GorgonStormDescription,九头蛇火箭风暴短时间内可击昏受损气球。
CrossTheStreams,过河
CrossTheStreamsDescription,当等离子或厄运光束穿过轨道时，它们会产生临时的等离子体池。
MonkeysTogetherStrong,猴多力量大
MonkeysTogetherStrongDescription,每放置一个英雄，英雄可获得5%额外经验值。
GrandPrixSpree,大奖赛狂欢
GrandPrixSpreeDescription,参加比赛所需的猴币减少10%。
ChallengeBrowser,挑战浏览器
Trending,趋势分析
Casual,非正式
Newest,最新资讯
Expert,专家
MostLiked,最受欢迎
Favorites,收藏夹
Played,已玩游戏
MyChallenges,我的挑战
ChallengeName,挑战的名称
Creator,创建者
Likes,喜欢
WinPercent,获胜百分比
Create,创建
PageXofY,第{0}页，共{1}页
ChallengeInfo,挑战信息：
TimeUploaded,上传时间
Last24Hours,最近24小时
LastWeek,上周
LastMonth,上月
AllTime,全部时间
NoChallengesFound,未找到挑战信息
Shared,共享
DeleteThisSave,删除此保存？
DeleteThisChallenge,永久删除此挑战？
ShareAgainIn,再次分享：
ShareAgainExplanation,计时器倒数时再次分享。您必须战胜挑战才能分享。
MySavedGames,我保存的游戏
ConfirmShare,分享您的挑战？它将在几分钟内出现在挑战浏览器上。
Custom,自定义
ChallengeSearch,搜索/挑战代码…
IncludeOldVersions,包括旧版本
Achievement 107 Name,准备好了吗？
Achievement 107 Description,主持并赢取10场组队游戏
Achievement 108 Name,古惑狼：泰坦
Achievement 108 Description,从强化DDT中剥离防御工事3000次
Achievement 109 Name,获取代码
Achievement 109 Description,向挑战浏览器提交挑战
Achievement 110 Name,注册
Achievement 110 Description,"用机枪猴击破1,000,000个气球"
Achievement 111 Name,疯狂优惠券
Achievement 111 Description,在奖杯商店至少消费50个奖杯
Achievement 112 Name,及时行乐
Achievement 112 Description,在第5阶Insta猴使用。注意：即使在使用后，Instas仍会计入您的收藏！
Achievement 113 Name,Insta一百
Achievement 113 Description,使用100只Insta猴。注意：即使在使用后，Instas仍会计入您的收藏！
Achievement 114 Name,限时出售
Achievement 114 Description,在奖杯商店至少购买1件新限时收藏品
Achievement 115 Name,达尔文工具
Achievement 115 Description,"升级塔20,000次"
Achievement 116 Name,顽固策略
Achievement 116 Description,一件事能做，并不代表该做
ChallengeBrowserDescription,参与、创建和评价社区挑战！
VerifiedUser,已验证用户
TrophyBadgesEmpty,赢取游戏赚取奖励!
,
// External cleaning app (not in binary),
cleaner.oops.title,糟糕！
cleaner.oops.message,请选择一个有效的选项……
cleaner.warning.title,您确定吗？
cleaner.warning.message,警告：选定之后将无法撤消！
cleaner.title,{0}清理工具
cleaner.Message,请选择一个选项：
cleaner.RadioButton_CleanAll,清除所有
cleaner.RadioButton_Keep,保留设置和进度
cleaner.RadioButton_CleanSelective,选择性清除
cleaner.CheckBox_Preferences,偏好
cleaner.CheckBox_Progress,进度
cleaner.Button_Run,继续
cleaner.Button_Exit,退出
cleaner.allDone,全部完成！
// External cleaning lines complete,
,
ChallengeBrowserError,加载挑战浏览器时出错
OverwriteChallengeBrowserText,您最早的挑战保存将被覆盖。您确定吗？
OverwriteChallengeBrowserHeader,覆盖保存？
GameUIMusicTrackMusicJingleBloonsName,音乐盒：叮当气球
GameUIMusicTrackMusicJingleBloonsShortName,叮当气球
GameUIMusicTrackMusicJingleBloonsDescription,用这个很棒的原创气球庆祝节日。一路叮当声！\n通过主菜单设置中的音乐盒启用音乐
Favorite,收藏
FasterRegen,再生率提高
SlowerRegen,再生率降低
NewTower,新塔
MapUnlockTutorHeader,解锁地图
MapUnlockTutorBody,首次赢得一张任意类别的地图，即可解锁一张下一类别的新地图。\n\n•新手地图可解锁中级地图了\n•中级地图可解锁高级地图\n•高级地图可解锁专家地图
HideCompleted,隐藏已完成的地图
Ravine,峡谷
GameUIProfileAvatar31Name,自定义化身 - 歌舞伎忍者
GameUIProfileAvatar31ShortName,歌舞伎忍者化身
GameUIProfileAvatar31Description,忍者猴有最好的彩绘脸谱
GameUIProfileAvatar32Name,自定义化身- 直升机飞行员
GameUIProfileAvatar32ShortName,直升机飞行员化身
GameUIProfileAvatar32Description,冲上云霄! 这个直升机飞行员的化身既可爱，又有效。
BloonsAllBloonsTruckerHatsName,卡车司机帽
BloonsAllBloonsTruckerHatsShortName,卡车司机帽
BloonsAllBloonsTruckerHatsDescription,这些气球都可以远行！保持卡车队列！
BloonsAllBloonsPopsPowName,Pow Pop FX
BloonsAllBloonsPopsPowShortName,Pow Pop FX
BloonsAllBloonsPopsPowDescription,砰！砰！啪！用这个超棒的Pow Pop动画击破更多气球。
BloonsBFBSkinLanternName,灯笼BFB
BloonsBFBSkinLanternShortName,灯笼BFB
BloonsBFBSkinLanternDescription,用这款超赞的BFB皮肤为战场带来幸运、繁荣和光明。
TowerProjectileSpikeFactoryPineapplesName,钉子工厂菠萝
TowerProjectileSpikeFactoryPineapplesShortName,钉子工厂菠萝
TowerProjectileSpikeFactoryPineapplesDescription,什么东西比刺钉气球更尖锐？当然是菠萝了！大好时光一起摇摆。刺钉气球只会一直升级。
GameUIMusicTrackMusicBMCStreetPartyName,点唱机。BMC街头派对
GameUIMusicTrackMusicBMCStreetPartyShortName,BMC街头派对
GameUIMusicTrackMusicBMCStreetPartyDescription,应大众要求，气球猴城的街头派对又回来了！
FirstTimeContinue,哦，不，气球通过了！你可以继续第一次免费玩，但之后要花猴币。
Follow,关注
Unfollow,取消关注
Following,正在关注
Primary Knowledge,初级知识
Military Knowledge,军事知识
Magic Knowledge,魔法知识
Support Knowledge,支持知识
Heroes Knowledge,英雄知识
Powers Knowledge,力量知识
Block followers,阻止关注者
Unblock followers,解除对关注者的限制
Followers,关注者
Submitted Challenges,提交的挑战
TurnOnNotificationsCreator,开启该创作者的通知？
TurnOffNotificationsCreator,关闭该创作者的通知？
TargetingOptionFirstTimePopup,改变目标选项有时可以对困难的关卡有所帮助!
et_challengefreeplaytitle,挑战自由游戏!
et_challengefreeplaydescription,这是挑战赛的免费游戏模式。你可以继续游戏，但无法获得经验值或任何奖励。
GameServicesBlockedText,我们游戏服务的访问出现了问题。游戏可能会受到影响，请禁用屏蔽服务以避免意外问题。向了解更多信息请前往：https://ninja.kiwi/btd6_network
DoubleCashDisabled,禁止使用双倍现金
UnableToAccessDomain,无法访问{0}，请禁用所有拦截服务并重新尝试。
Custom Rounds,自定义回合
Warning,警告
Player Completion Rate,玩家完成率
Win Rate,胜率
HeroesBenjaminPlacementMatrixName,本杰明矩阵定位
HeroesBenjaminPlacementMatrixShortName,本杰明矩阵
HeroesBenjaminPlacementMatrixDescription,哇，我会功夫了! 仅限初始本杰明
HeroesObynPetBunnyName,奥本兔宠物
HeroesObynPetBunnyShortName,奥本兔宠物
HeroesObynPetBunnyDescription,这只可爱的小兔子是奥本的好朋友之一。仅限初始奥本。这是限时出售的道具哦！
TowerProjectileDartlingEasterEggsName,机枪猴复活节彩蛋颗粒
TowerProjectileDartlingEasterEggsShortName,机枪猴复活节彩蛋
TowerProjectileDartlingEasterEggsDescription,穿上巧克力涂装，然后开火吧! 仅限大型铅弹和火箭升级。这是限时出售的道具哦！
TowerPetNinjaMonkeyKiwiName,忍者猴无翼鸟宠物
TowerPetNinjaMonkeyKiwiShortName,忍者无翼鸟宠物
TowerPetNinjaMonkeyKiwiDescription,勇敢、不会飞的无翼鸟，是忍者猴最尊贵的伙伴。
BloonsMOABSkinChocolateName,巧克力彩蛋MOAB
BloonsMOABSkinChocolateShortName,巧克力MOAB
BloonsMOABSkinChocolateDescription,虽然可能被巧克力覆盖住了，但这个MOAB气球里面仍然有4个陶瓷气球! 限时收藏品!
BloonsBFBSkinChocolateName,巧克力彩蛋BFB
BloonsBFBSkinChocolateShortName,巧克力BFB
BloonsBFBSkinChocolateDescription,如果你的巧克力BFB里面有巧克力MOAB，就会得到额外的积分。这是限时出售的道具哦！
BloonsAllBloonsBunnyEarsName,兔子耳朵气球
BloonsAllBloonsBunnyEarsShortName,兔子耳朵气球
BloonsAllBloonsBunnyEarsDescription,兔子耳朵的气球更可爱！这是限时出售的道具哦！
BloonsAllBloonsPopsFlowersName,鲜花爆破特效
BloonsAllBloonsPopsFlowersShortName,鲜花爆破特效
BloonsAllBloonsPopsFlowersDescription,有了鲜花爆破特效，每一次击破都是一次色彩的盛宴。
CoopEmoteAnimationPixelMonkeyDanceName,猴子跳舞表情
CoopEmoteAnimationPixelMonkeyDanceShortName,猴子跳舞
CoopEmoteAnimationPixelMonkeyDanceDescription,为我跳舞，为我跳舞，为我跳舞，哦哦哦... ...
CoopEmoteAnimationFlowerBloomName,鲜花盛开表情
CoopEmoteAnimationFlowerBloomShortName,鲜花盛开
CoopEmoteAnimationFlowerBloomDescription,春天来了，鸟儿在歌唱，蜜蜂在嗡嗡叫，花儿在绽放!
GameUIProfileAvatar33Name,自定义化身 - 奥本的彩蛋
GameUIProfileAvatar33ShortName,奥本的彩蛋化身
GameUIProfileAvatar33Description,用奥本来保护这些珍贵的彩蛋。这是限时出售的道具哦！
GameUIProfileAvatar34Name,自定义化身 - 图钉猴
GameUIProfileAvatar34ShortName,图钉猴化身
GameUIProfileAvatar34Description,化身获胜者mutamarkl
GameUIProfileAvatar35Name,自定义化身 - 强大战队
GameUIProfileAvatar35ShortName,强大战队化身
GameUIProfileAvatar35Description,化身获胜者Kuzuyku
GameUIProfileAvatar36Name,自定义化身 - 强力法师
GameUIProfileAvatar36ShortName,强力法师化身
GameUIProfileAvatar36Description,化身获胜者_Concilliabule_
Balance,平衡
Blons,布隆斯
Latest Save,最新存档
Sauda,萨乌达
Sauda Short Description,剑客
Sauda Description,平静的怒火中，萨乌达可以用她那双锋利的剑将气球斯劈成两半。
Sauda Level 1 Description,用双剑劈向附近的气球。可击破迷彩气球。
Sauda Level 2 Description,每次攻击可击破更多的气球。
Sauda Level 3 Description,跃剑攻击：萨乌达出人意料的跳跃攻击可重创她的目标铅气球。
Sauda Level 4 Description,萨乌达的剑可切开了2层气球。
Sauda Level 5 Description,萨乌达的攻击速度更快。
Sauda Level 6 Description,增加了攻击范围和弹跳力。
Sauda Level 7 Description,萨乌达会利用气球的弱点，在它们被眩晕时造成额外的伤害，而且她现在可以击破被冻结的气球了。
Sauda Level 8 Description,萨达的攻击速度更快。
Sauda Level 9 Description,气球流血技：萨乌达每次攻击都会击穿3层气球，并造成缓慢的伤害效果。
Sauda Level 10 Description,剑气冲锋：萨乌达沿着整条路径滑行，一边滑行一边摧毁气球。
Sauda Level 11 Description,萨乌达对任何被减速、被固定、或随着时间推移受到其他猴子伤害的气球造成额外伤害。
Sauda Level 12 Description,跃剑攻击力大增。
Sauda Level 13 Description,附魔刃的伤害更高，可让萨乌达对所有气球造成伤害。
Sauda Level 14 Description,萨达的攻击速度更快。
Sauda Level 15 Description,跃剑攻击增加了攻击范围和击破力，可造成更大的伤害。
Sauda Level 16 Description,剑气冲锋大大增加了伤害。
Sauda Level 17 Description,萨乌达出剑攻击，可瞬间切开多层气球。
Sauda Level 18 Description,萨乌达出剑攻击，速度之快，令人眼花缭乱。
