//Input. Needs to be first e.g [I] replaced by click or tap,
Click,Klicken
Adora Level 10 Description,"Ball des Lichts: Erzeugt einen starken Energieball, der die Bloons ausschalten kann."
Adora Level 11 Description,Adora erhöht die Angriffsgeschwindigkeit.
Adora Level 12 Description,Schießt 5 göttliche Blitze auf einmal.
Adora Level 13 Description,Göttliche Blitze durchbohren noch mehr Bloons.
Adora Level 14 Description,Schießt 6 göttliche Blitze auf einmal.
Adora Level 15 Description,Göttliche Blitze brennen sich durch eine extra Bloon-Schicht durch außerdem teilt der Ball des Lichts mehr Schaden aus.
Adora Level 16 Description,Der lange Arm des Lichts wird noch tödlicher.
Adora Level 17 Description,Adora erhöht noch mehr die Angriffsgeschwindigkeit.
Adora Level 18 Description,Schießt 8 göttliche Blitze auf einmal.
Adora Level 19 Description,Erhöhte Angriffsreichweite.
Adora Level 20 Description,Der Ball des Lichts ist erheblich verbessert außerdem wurde die Feuerraten- Reichweiten- und Dauervorteile von Opfern erhöht.
Carved,Ausgehöhlt
BloodyPuddles,Verfluchte Pfützen
TechBotRequiresAbility,Benötigt einen Affenturm mit aktivierten Fähigkeiten
AdorasTemple,Adoras Tempel
WinterPark,Winterpark
FustyTheSnowmanSkinName,Fusty der Schneemann
FustyTheSnowmanSkinDescription,War eine putzige glückliche Seele
WorkshopReverseMotor,Rückwärtsmotor aktivieren
WorkshopTrackExtensions,Streckenerweiterungen aktivieren
Achievement 83 Name,Seltsam hinreißend
Achievement 83 Description,Wenn die Planeten schön in Position gehen
Achievement 84 Name,Joshs Konstante
Achievement 84 Description,G-G-Gewinne irgendeine Expertenkarte im SCHIMPANSEN-Modus mit 40.870 $ oder mehr Ausgaben für 1 Nagelfabrik
Achievement 85 Name,Wie viel hat es gekostet? – Alles
Achievement 85 Description,Opfere dem Tempel jede Turmart im Spiel
Achievement 86 Name,2 Megaplatzer
Achievement 86 Description,Schließe ein Spiel im SCHIMPANSEN-Modus mit mehr als 2 Millionen Schaden durch einen Turm ab
Achievement 87 Name,Zeit für Kisten
Achievement 87 Description,Öffne eine Diamantkiste in einem beliebigen Sammlungsevent
Achievement 88 Name,Achse der Verwüstung
Achievement 88 Description,Habe in einem Spiel im SCHIMPANSEN-Modus je einen von allen Stufe 5-Scharfschützen
Achievement 89 Name,Turmhüter
Achievement 89 Description,Habe 200 Insta-Affen gleichzeitig in deinem Inventar
Achievement 90 Name,Die Arbeit eines Jahres
Achievement 90 Description,Öffne 365 Mal die Tägliche Truhe 
Achievement 91 Name,Kali Maaaaaaaa
Achievement 91 Description,Gewinne in einer Runde 10 Levels für Adora
Blood Sacrifice Ability,Blutopfer
Blood Sacrifice Ability Description,"Opfere einen Zielturm, um Adora große Mengen EP zu gewähren und ihre Angriffsreichweite und Feuerrate für kurze Zeit zu verbessern."
The Long Arm of Light Ability,Der lange Arm des Lichts
The Long Arm of Light Ability Description,Erhöht für kurze Zeit enorm die Angriffsreichweite und Energie und schädigt alle Bloons-Arten.
Ball of Light Ability,Lichtball
Ball of Light Ability Description,"Erzeugt einen starken Energieball, der Bloons erschlagen kann."
SunAvatarMini,Sonnen-Avatar
TrueSunAvatarMini,Sonnen-Avatar
ComeOnEverybody,"Na los, Leute!"
ComeOnEverybodyDescription,"Primär-Türme greifen 5 % schneller an, wenn alle niedriger als Stufe 3 sind, und sie kosten 5 % weniger, wenn alle auf Stufe 3 oder 4 sind"
Wingmonkey,Flügelaffe
WingmonkeyDescription,"Fortgeschrittene Fliegerstaffel, in der mehrere Affenasse Angriffe fliegen"
TT_Wingmonkey,Flügelaffe
TinyTornadoes,Mini-Tornados
TinyTornadoesDescription,"Druidentornados, die 3 kleinere Tornados erzeugen, wenn sie sterben"
HealthyBananas,Gesunde Bananen
HealthyBananasDescription,Marktplätze erzeugen jetzt 1 Leben je Runde und Zentralmärkte erzeugen 3
WeakPoint,Schwachpunkt
WeakPointDescription,Alle Helden verursachen +1 Schaden bei Keramik- und Wehrbloons
WolfpackQuincySkinName,Wolfsrudel Quincy
WolfpackQuincySkinDescription,"Aus vergangenen wilden Zeiten, als alle Jäger stark und die Wolfsrudel dennoch stärker waren, stammt Quincy, Vorfahre von Quincy."
Infernal,Teuflisch
DownloadButton,Download
DownloadDescription,Zusätzliche Dateien werden heruntergeladen. WLAN wird empfohlen. Datengröße {0}MB.
ViewCollectionButton,Sammlung ansehen
ViewInventoryButton,Inventar ansehen
CollectionDescription,Insta-Affen bleiben auch nach der Verwendung in deiner Sammlung sichtbar.
CollectionNoInventory,"Insta-Affen, die du in täglichen Truhen, Herausforderungen und Events findest, werden hier angezeigt."
MatchIncompatible,Spielversionen sind nicht kompatibel
CollectionEventBonusRewards,Bonusbelohnungen
SteamOverlay,Steam-Überlagerung und Anmeldung sind für Käufe notwendig.
CollectionEventFeaturedInstas,Vorgestellte Instas
CollectionEventChangesIn,Wechselt in:
CollectionEventChooseInsta,Wähle den vorgestellten Insta
JoanOfArcAdoraSkinName,Jeanne d'Arc Adora
JoanOfArcAdoraSkinDescription,Alle Kämpfe werden zuerst im Kopf gewonnen oder verloren.
EditorRules,Regeln
EditorModifiers,Modifikatoren
PathRestricted,Zweig eingeschränkt
UpgradeRestricted,Upgrade eingeschränkt
ChallengeEditorRestrict,Einschränken
ConfirmApplyAll,Diese Einschränkungen auf alle verfügbaren Affentürme anwenden?
ConfirmResetAll,Alle verfügbaren Affentürme auf 5-5-5 zurücksetzen?
Geared,Vorbereitet
ChallengeEditorTowerRestrictions,Turmeinschränkungen
ChallengeEditorApplyAll,Alle anwenden
ChallengeEditorResetAll,Alle zurücksetzen
CandyFalls,Bonbon-Wasserfälle
HarlegwenGwendolinSkinName,Harlegwen Skin
HarlegwenGwendolinSkinDescription,"Man sagt, ich sei eine ziemliche Plage!"
CoopLobbyHackerDetected,"Konnte Spiel nicht beitreten, Inkompatibilität wurde festgestellt. Hilfe findest du unter https://ninja.kiwi/btd6_coop"
TechBotSetAmbush,Hinterhalt festlegen
TechBotSetAmbushInstruction,Wähle einen Hinterhalt-Bereich nahe der Strecke
AmbushTech,Hinterhalt-Technik
AmbushTechDescription,"Techbot erhält eine Zieloption, die nur auslöst, wenn Bloons einen bestimmten Streckenabschnitt betreten."
DoorGunner,Bordschütze
DoorGunnerDescription,"Spezial-Platzeinsatz-Heli, der Affentürmen der Stufe 4 und geringer ermöglicht, Bloons auf der Durchreise anzugreifen."
DoorGunnerDenied,Dieser Turm kann nicht zu einem Bordschützen gemacht werden
AmbidextrousRangs,Beidhändige Bumerange
AmbidextrousRangsDescription,"Wissen und fleißiges Üben ermöglichen dem Bumerang-Affen jederzeit die Wurfhand zu wechseln, was die Bumerang-Angriffe deutlich verbessert."
BoomerangTargetingSwitchHands,Hände wechseln
VineRupture,Schlingpflanzenruptur
VineRuptureDescription,"Verleiht dem Waldgeist-Druiden die neue Fähigkeit, alle Schlingpflanzen explodieren zu lassen, was allen nicht-blei Bloons großen Schaden zufügt. Nach jeder Ruptur wachsen neue Schlingpflanzen nach."
BankDeposits,Affen-Bank Einzahlungen
BankDepositsDescription,Affen-Banken der Stufe 4 und höher können Einzahlungen des eingesammelten Spielgelds annehmen.
MonkeyBankDeposit,Einzahlung
Achievement 92 Name,Goldticket
Achievement 92 Description,Blumpa-lumpa-dupa-di-du!
SmallMonkeysMode,Kleine Affen
CaveMonkey,Höhlenaffe
DarkKnightDarkshift,"[I], um Dunkelsprung in Reichweite zu machen"
DarkChampionDarkshift,"[I], um Dunkelsprung zu einem gültigen Ort zu machen"
SmallTowersMode,Kleine Affentürme
BigTowersMode,Große Affentürme
UpdatePopupTitle,Update 31!
UpdatePopupDescription,"Neues Inhaltsupdate!\n• Neuer Held! Geraldo der geheimnisvolle Händler ist angekommen, mit seiner unglaublichen Auswahl an Bloon platzen lassenden Artikeln!\n • Neuer Boss! Vortex, der tödliche Meister der Luftwirbel ist geboren!\n• Genieße es, die Bloons auf der neuen Anfängerkarte: Schrottplatz einzustampfen\n• 9 neue Artikel im Trophäen-Laden, darunter ein neuer Remix\n• Herausforderungs-Browser: die besonderen Bedingungen für den Sieg „Mindestgeld“ und „Mindeststufen“ wurden den Rätsel-Herausforderungen hinzugefügt, damit du noch mehr Spaß daran hast. \n• Das Helden-Menü ist neu und verbessert, dazu viele Änderungen an der Lebensqualität und Balance. Sieh dir alle Einzelheiten in den Update-Hinweisen an!"
ResetDailyChest,Tägliche Truhe zurücksetzen
JukeboxName,Musikbox
EnableFunction,Aktivieren
JukeboxSongs,Songs
JukeboxPlaylist,Playliste
JukeboxAddAll,Alle hinzufügen
JukeboxRemoveAll,Alle entfernen
MonkeysLeft,Verbleibende Affen
ChallengeRules,Regeln der Herausforderung
JukeboxMusicFiestaMain,Fiesta Flamenco
JukeboxMusicSunshineMain,Sonnen-Serenade
JukeboxMusicSunsetMain,Sonnenuntergangs-Samba
JukeboxMusicTropicalMain,Tropischer Karneval
JukeboxMusicTribesMain,Stämme & Strapazen
JukeboxMusicWinterMain,Winterabende
JukeboxMusicJazzMain,Jazzmelodie
DoorGunnerSelect,Wähle einen Turm als Bordschütze
PlayerStatsSettings,Spielerwerte
PlayerStatsPublicStats,Öffentliche Werte
HiddenAchievements,Versteckte Erfolge
PlayerStatsTopHeroes,Top-Helden
PlayerStatsTopMonkeys,Top-Affen
PlayerStatsGamesPlayed,Spiele gespielt
PlayerStatsGamesWon,Spiele gewonnen
PlayerStatsHighestRound,Beste Runde
PlayerStatsMonkeysPlaced,Affen platziert
PlayerStatsPopCount,Gesamtzahl Platzenlassen
PlayerStatsCoopPopCount,Gesamtzahl Koop Platzenlassen 
PlayerStatsCamoPopped,Geplatzte Tarn-Bloons
PlayerStatsLeadPopped,Geplatzte Blei-Bloons
PlayerStatsPurplePopped,Geplatzte Violette Bloons
PlayerStatsRegrowPopped,Geplatzte Runderneuerte Bloons
PlayerStatsCeramicPopped,Geplatzte Keramik-Bloons
PlayerStatsMoabsPopped,Geplatzte MOABs
PlayerStatsBfbsPopped,Geplatzte BFBs
PlayerStatsZomgsPopped,Geplatzte ZOMGs
PlayerStatsDdtsPopped,Geplatzte DDTs
PlayerStatsBadsPopped,Geplatzte BADs
PlayerStatsBloonsLeaked,Entwischte Bloons
PlayerStatsCashGenerated,Erzeugtes Geld
PlayerStatsCashGifted,Verschenktes Geld
PlayerStatsAbilitiesUsed,Eingesetzte Fähigkeiten
PlayerStatsPowersUsed,Eingesetzte Kräfte
PlayerStatsInstaMonkeysUsed,Eingesetzte Insta-Affen
PlayerStatsDailysOpened,Geöffnete Tägliche Belohnungstruhen
PlayerStatsChallengesCompleted,Abgeschlossene Herausforderungen
PlayerStatsMaxPublicSelected,"Maximale Zahl öffentlicher Werte gewählt. Du musst einen Wert oder mehrere abwählen, bevor du weitere hinzufügen kannst."
PlayerStatsOdysseysCompleted,Abgeschlossene Odysseen
PlayerStatsMedals,Medaillen
PlayerStatsAvatar,Avatar
PlayerStatsOverallStats,Gesamtwerte
PlayerStatsSharing,Teilen {0}/7
JukeboxMusicThemeMain,Hauptthema
et_odysseytitle,Odyssee-Event!
et_odysseydescription,"Willkommen! Jede Odyssee ist ein Set mit verlinkten Karten und Herausforderungen, mit Trophäen und anderen Belohnungen! Hauptregeln:\n• Leben werden über alle Karten hinweg geteilt\n• Sobald eine Odyssee gestartet wurde, kannst du deine Mannschaft oder den Schwierigkeitsgrad nicht mehr ändern, es sei denn, du startest sie neu\n• Du erhältst Trophäen und andere Belohnungen nach dem Sieg auf der letzten Karte\n• Belohnungen für Schwierigkeitsgrad sind nicht kumulativ; Die harte Odyssee bietet die max. Belohnungen"
OdysseyEventName,Odyssee-Event
OdysseyThemeCustomRules,Eigene Regeln
OdysseyThemeRapidBloons,Schnell-Bloons
OdysseyThemeNoReturn,Kein Umtausch möglich
OdysseyThemeInstructions,Anleitung nicht enthalten
OdysseyThemeFasterHigher,Schneller. Höher. Stärker.
OdysseyThemeGottaGoFast,Muss echt schnell sein
OdysseyThemeAllCamo,Immer gut getarnt
OdysseyThemeAllRegrow,Immer wie runderneuert
OdysseyThemeFastTrack,Schnellstrecke
OdysseyThemeHighlander,Odyssee des Hochlandbewohners
OdysseyThemeMonkeyTeams,Affenteams
OdysseyThemeExtremeOdyssey,Extreme Odyssee
OdysseyLives,Leben:
OdysseyLife,{0} Leben!
OdysseyLivesLeft,Verbleibende Leben:
OdysseyStart,Odyssee starten
CollectAll,Alle sammeln
OdysseyThemeSlowButDeadly,Langsam aber tödlich
OdysseyIslandRules,Inselregeln
OdysseyCrew,Mannschaft
OdysseyCrewDetails,Mannschaftsdetails
OdysseyCrewDetailsSubtext,"Stell eine epische Mannschaft aus den Affen und Kräften zusammen, die das Schicksal auserwählt hat."
OdysseySeats,Sitze: {0}
OdysseyMax,Max: {0}
OdysseyPowersAvailable,Verfügbare Kräfte:
OdysseySpaces,Plätze: {0}
OdysseySelectCrew,Wähle deine Mannschaft
OdysseyTotal,Gesamt: {0}
OdysseyPlay,Spielen
OdysseyContinue,Odyssee fortsetzen
OdysseyAddCrew,"Bitte füge deiner Mannschaft noch mehr Affen hinzu, um deine  Odyssey zu beginnen."
LeaderboardHacker,Keine Daten gefunden.
Bazaar,Basar
FloodedValley,Überflutetes Tal
AdmiralBrickell,Admiral Brickell
AdmiralBrickell Short Description,Flottenkommandant
AdmiralBrickell Description,Befehle all deine wasserbasierten Affen zum alles entscheidenden Sieg. Erfordert Wasser zum Platzieren.
AdmiralBrickell Level 1 Description,"Wirft starke Seeminen, die ausströmen und Bloons zerstören."
AdmiralBrickell Level 2 Description,Erhöhte Angriffsgeschwindigkeit.
AdmiralBrickell Level 3 Description,Flottentaktik: erhöht für kurze Zeit enorm die Angriffsgeschwindigkeit der von Brickell und den wasserbasierten Affen in der Nähe.
AdmiralBrickell Level 4 Description,Mehr Kraft zum Platzenlassen für Seeminen.
AdmiralBrickell Level 5 Description,"Flottentaktik erhöht die Kraft zum Platzenlassen und ermöglicht betroffenen Affen, alle Bloon-Typen zu treffen, außer Tarn-Bloons."
AdmiralBrickell Level 6 Description,Erhöht den Schaden von Seeminen und Pistolenangriffen.
AdmiralBrickell Level 7 Description,Brickell erhält erhöhte Angriffsreichweite und Enttarnungsfähigkeit.
AdmiralBrickell Level 8 Description,"Flottentaktik ermöglicht betroffenen Affen, Tarn-Bloons zu treffen. Wassertürme im Radius erhalten zusätzliche Durchschlagskraft. "
AdmiralBrickell Level 9 Description,Seeminen richten Extraschaden an.
AdmiralBrickell Level 10 Description,"Mega-Mine: setzt in jedem Wasserbereich eine  vernichtende Mine ein, die bei MOABs auslöst und Bloons in der Nähe betäubt. Mega-Minen halten 3 Runden lang."
AdmiralBrickell Level 11 Description,Schnellere Einsatzgeschwindigkeit und höhere Einsatzrate für Seeminen.
AdmiralBrickell Level 12 Description,"Pistolenangriffe haben erhöhte Geschwindigkeit und erhöhter Schaden, Seeminen haben erhöhten Schaden."
AdmiralBrickell Level 13 Description,Abkühlzeit der Mega-Mine ist reduziert.
AdmiralBrickell Level 14 Description,Dauer von Flottentaktik ist verlängert.
AdmiralBrickell Level 15 Description,"Verbesserte Seeminen haben einen größeren Explosionsradius, können Schwarzen Bloons Schaden zufügen und Tarnungen entfernen."
AdmiralBrickell Level 16 Description,Angriff und Einsatzrate der Seemine ist leicht erhöht.
AdmiralBrickell Level 17 Description,Seeminen richten einen wesentlich größeren Schaden an.
AdmiralBrickell Level 18 Description,Abkühlzeit der  der Mega-Mine ist noch weiter reduziert
AdmiralBrickell Level 19 Description,Flottentaktik wirkt sich überall auf alle wasserbasierten Türme aus.
AdmiralBrickell Level 20 Description,Mega-Mine richtet extrem erhöhten Schaden an und betäubt länger
btd6_moremoneypack,Mehr-Geld-Paket
btd6_moremoneypack Description,"Genau die richtigen Kräfte,  um schnell an Geld zu kommen – 20 Geldabwürfe, 5 Affenbauern und 5 Erfolge! Nur für kurze Zeit erhältlich!"
HeroesQuincyCyberQuincyPlacementFireworksName,Cyber Quincy Feuerwerk-Platzierung und Upgrade
HeroesQuincyCyberQuincyPlacementFireworksDescription,"jeder weiß, wenn Quincy kommt, gibt es ein Feuerwerk. Nur Cyber Quincy"
HeroesAdoraPlacementSunbeamName,Adora Sonnenstrahl-Platzierung und Upgrade
HeroesAdoraPlacementSunbeamDescription,Adora verdient auf jeden Fall eine herrschaftliche Ankunft. Nur Original-Adora
HeroesChurchillPlacementTankDropName,Churchill Panzer-Platzierung & Upgrade
HeroesChurchillPlacementTankDropDescription,"Nichts geht über 65 Tonnen an Churchill-Großartigkeit, die so richtig in den Kampf reinknallen. Nur Original-Churchill"
HeroesBenjamminDJSkinPlacementPartyLightsName,DJ Benjammin Partylichter-Platzierung & Upgrade
HeroesBenjamminDJSkinPlacementPartyLightsDescription,Ein DJ sollte nie ohne volle Partybeleuchtung auftreten. Abgesehen von DJ Benjammin.
HeroesStrikerJonesPlacementParadropName,Striker Jones Fallschirmjäger-Platzierung & Upgrade
HeroesStrikerJonesPlacementParadropDescription,Alle der coolsten Affensoldaten kommen mit dem Fallschirm runter. Nur Original-Striker Jones
HeroesQuincyPetDadOfQuincyName,Quincys Vater-Haustier
HeroesQuincyPetDadOfQuincyDescription,Quincys Sohn ist nicht vollständig ohne Quincys Vater. Nur Original-Quincy
HeroesGwendolinPetFirefoxName,Gwendolins Feuerfuchs-Haustier
HeroesGwendolinPetFirefoxDescription,Dieser liebenswerte Feuerfuchs weicht nie von Gwens Seite. Nur Original-Gwendolin
BloonsMOABSkinFootballName,Gridiron Football MOAB
BloonsMOABSkinFootballDescription,"MOABs sind vielleicht leichter abzufangen, wenn sie wie ein Football aussehen."
BloonsBFBSkinPizzaName,Pizza BFB
BloonsBFBSkinPizzaDescription,"Wer braucht eine fette Werbung, wenn ein BFB aus Pizza gemacht werden kann."
BloonsZOMGSkinWatermelonName,Wassermelone ZOMG
BloonsZOMGSkinWatermelonDescription,"Du verspürst nur noch den Wunsch, weiter draufzuschlagen"
BloonsMOABSkinMaulerName,Schläger-MOAB
BloonsMOABSkinMaulerDescription,"Wenn du sie nicht schlagen kannst, musst du dich ihnen anschließen"
BloonsMOABSkinPufferFishName,Kugelfisch MOAB
BloonsMOABSkinPufferFishDescription,"Kugelfisch MOAB ist schon voll aufgeblasen, bevor man ihn zum Platzen aufbläst"
BloonsAllBloonsDecalGooglyEyesName,Wackelaugen-Bloons
BloonsAllBloonsDecalGooglyEyesDescription,Wackelaugen passen zu normalen und MOAB-Klasse-Bloons wie die Faust aufs Auge
BloonsDDTSkinSharkName,Hai-DDT
BloonsDDTSkinSharkDescription,"Da du ja weißt, dass er dich kaltmachen wird, kann ein DDT doch auch so aussehen"
BloonsAllBloonsPopsConfettiName,Konfetti Pop FX
BloonsAllBloonsPopsConfettiDescription,"Deine Affen erledigen ihren Job einfach lieber, wenn sie spezielle Konfetti-Platzer und Sound FX bekommen"
BloonsBADSkinPinataName,Pinata-BAD
BloonsBADSkinPinataDescription,"Nichts ist furchteinflößender als eine riesige, violette Pinata voller Bonbon-Platzer FX"
CoopEmoteAnimationDiscoBallName,Discokugel-Animation
CoopEmoteAnimationDiscoBallDescription,"Setze eine Diskokugel ein, um jedes Koop-Spiel zum Funkeln zu bringen. Keine Auswirkung aufs Spiel, aber DJ Benjammin steht da voll drauf"
CoopEmoteAnimationConfettiName,Konfettikanone-Animation
