//Input. Needs to be first e.g [I] replaced by click or tap,
Click,클릭
AdmiralBrickell Level 6 Description,어뢰와 권총 공격의 공격력을 증가합니다.
AdmiralBrickell Level 7 Description,블래스트 체인: 잠시 동안 어뢰 발사 속도가 빨라집니다. 브릭켈의 공격 범위가 증가하고 캐모 풍선 감지 능력을 얻습니다.
AdmiralBrickell Level 8 Description,해군 전술이 영향을 받는 원숭이가 캐모 풍선을 공격할 수 있게 합니다. 범위 내 수중 타워의 관통력이 증가합니다.
AdmiralBrickell Level 9 Description,어뢰가 추가 피해를 줍니다.
AdmiralBrickell Level 10 Description,메가 어뢰: MOAB이 닿으면 폭발하며 주변 풍선을 기절시키는 어마어마한 어뢰를 물이 있는 곳에 배치합니다. 메가 어뢰는 3라운드 동안 지속됩니다.
AdmiralBrickell Level 11 Description,어뢰의 발사 속도와 발사율을 증가합니다.
AdmiralBrickell Level 12 Description,권총 공격의 속도와 공격력이 증가하고 어뢰의 공격력이 증가합니다.
AdmiralBrickell Level 13 Description,메가 어뢰의 쿨다운이 감소합니다.
AdmiralBrickell Level 14 Description,해군 전술의 지속시간이 증가합니다.
AdmiralBrickell Level 15 Description,"향상된 어뢰의 폭발이 더욱 커지며, 검은 풍선을 공격할 수 있고, 캐모 속성을 제거할 수 있습니다. 권총의 공격력이 증가합니다."
AdmiralBrickell Level 16 Description,공격력과 어뢰 발사 거리가 약간 증가합니다.
AdmiralBrickell Level 17 Description,어뢰의 공격력이 상당히 증가합니다. 권총의 공격력이 증가합니다.
AdmiralBrickell Level 18 Description,메가 어뢰의 쿨다운이 더욱더 감소합니다.
AdmiralBrickell Level 19 Description,해군 전술이 위치와 관계없이 모든 수중 타워에 영향을 줍니다.
AdmiralBrickell Level 20 Description,"메가 어뢰의 공격력이 어마어마하게 증가하고, 풍선을 더 오래 기절시킵니다."
btd6_moremoneypack,더 많은 머니 팩
btd6_moremoneypack Description,"빠른 머니 획득을 위한 힘 모음 - 캐시 투하 20개, 원숭이 농부 5마리, 번성 5개! 한정 기간만 판매됩니다!"
HeroesQuincyCyberQuincyPlacementFireworksName,사이버 퀸시 불꽃놀이 배치 & 업그레이드
HeroesQuincyCyberQuincyPlacementFireworksDescription,퀸시의 등장에 불꽃놀이가 빠질 수 없죠. 사이버 퀸시 전용
HeroesAdoraPlacementSunbeamName,아도라 선빔 배치 & 업그레이드
HeroesAdoraPlacementSunbeamDescription,아도라의 등장은 일출처럼 화려해야죠. 오리지널 아도라 전용
HeroesChurchillPlacementTankDropName,처칠 탱크 투하 배치 & 업그레이드
HeroesChurchillPlacementTankDropDescription,처칠의 멋짐은 65톤급. 오리지널 처칠 전용
HeroesBenjamminDJSkinPlacementPartyLightsName,DJ 벤자민 파티 조명 배치 & 업그레이드
HeroesBenjamminDJSkinPlacementPartyLightsDescription,파티 조명 없이 DJ를 초대할 순 없죠. DJ 밴재밍 전용
HeroesStrikerJonesPlacementParadropName,스트라이커 존스 낙하산 배치
HeroesStrikerJonesPlacementParadropDescription,멋을 아는 원숭이 병사라면 낙하산을 타고 등장하는 법. 오리지널 스트라이커 존스 전용
HeroesQuincyPetDadOfQuincyName,퀸시 아빠 펫
HeroesQuincyPetDadOfQuincyDescription,퀸시 아들에게는 퀸시 아빠가 필요한 법. 오리지널 퀸시 전용
HeroesGwendolinPetFirefoxName,그웬돌린 불여우 펫
HeroesGwendolinPetFirefoxDescription,그웬돌린의 곁에서 떨어지지 않는 귀여운 불여우. 오리지널 그웬돌린 전용
BloonsMOABSkinFootballName,미식축구 MOAB
BloonsMOABSkinFootballDescription,미식축구공처럼 생긴 MOAB이라면 캐치하기도 더 쉽겠죠
BloonsBFBSkinPizzaName,피자 BFB
BloonsBFBSkinPizzaDescription,피자로 BFB를 만들 수 있다면 광고 풍선 같은 건 필요 없죠
BloonsZOMGSkinWatermelonName,수박 ZOMG
BloonsZOMGSkinWatermelonDescription,제대로 깨뜨려주고 싶게 만드는 룩
BloonsMOABSkinMaulerName,주먹 MOAB
BloonsMOABSkinMaulerDescription,쓰러뜨릴 수 없다면 한패가 되는 것도 방법
BloonsMOABSkinPufferFishName,복어 MOAB
BloonsMOABSkinPufferFishDescription,복어 MOAB은 건드리지 않아도 알아서 터질 것처럼 생겼네요
BloonsAllBloonsDecalGooglyEyesName,눈깔 풍선
BloonsAllBloonsDecalGooglyEyesDescription,일반 풍선이나 MOAB급 풍선이나 눈깔을 붙이면 그럴듯하죠
BloonsDDTSkinSharkName,상어 DDT
BloonsDDTSkinSharkDescription,DDT에게 가장 어울리는 룩
BloonsAllBloonsPopsConfettiName,종이 꽃가루 효과
BloonsAllBloonsPopsConfettiDescription,파티 분위기의 종이 꽃가루 효과가 있으면 원숭이들의 업무 효율이 올라갈 겁니다
BloonsBADSkinPinataName,피냐타 BAD
BloonsBADSkinPinataDescription,터지면서 사탕이 쏟아져나오는 효과가 추가된 거대한 보라색 피냐타로 공포 분위기 업
CoopEmoteAnimationDiscoBallName,디스코볼 애니메이션
CoopEmoteAnimationDiscoBallDescription,협동 게임에 디스코볼을 추가해 반짝이는 분위기로 만들어요 게임플레이에는 영향이 없지만 DJ 벤자민이 좋아합니다
CoopEmoteAnimationConfettiName,종이 꽃가루 대포 애니메이션
CoopEmoteAnimationConfettiDescription,협동 게임에서 종이 꽃가루 대포를 날려요. 게임플레이에는 영향 없음. 원숭이들이 속으로 좋아할 겁니다.
CoopEmoteTextAmazingName,대단해요 텍스트 감정표현
CoopEmoteTextAmazingDescription,"다른 협동 플레이어들에게 플레이 대단했다고 얘기하거나, 방금 자신이 한 일이 대단했다고 알려서 함께하는 것이 얼마나 영광인지 느끼게 해주세요."
CoopEmoteTextPerfectTimingName,완벽한 타이밍 텍스트 감정표현
CoopEmoteTextPerfectTimingDescription,아슬아슬한 순간에 완벽한 타이밍을 외쳐요! 비꼬는 뜻으로 쓸 수도 있습니다.
CoopEmoteAnimationSirenName,사이렌 음향 효과
CoopEmoteAnimationSirenDescription,사이렌을 작동해 협동 팀원들에게 위기가 닥치는 것을 알려요! 혹은 잠깐 자리를 비워야 한다고 알리거나요.
CoopEmoteAnimationLoveHeartsName,사랑의 하트 애니메이션
CoopEmoteAnimationLoveHeartsDescription,협동 팀원들에게 사랑을 전하는 데엔 하트 애니메이션 만한 게 없죠. 게임플레이에는 영향 없음.
CoopEmoteIconNoCashDropsName,캐시 투하 없음 아이콘 감정표현
CoopEmoteIconNoCashDropsDescription,게임 초반의 캐시 투하를 정말 원치 않을 때 쓰면 됩니다. 하지 말라면 더 하고 싶어지는 심리를 노려도 좋고요.
CoopEmoteTextWhyName,왜?! 텍스트 감정표현
CoopEmoteTextWhyDescription,아무리 애를 써봐도 이 질문을 하지 않을 수 없는 날이 있게 마련이죠.
CoopEmoteSoundAirhornName,경적 음향 효과
CoopEmoteSoundAirhornDescription,딱히 이게 꼭 필요하지는 않아요. 그렇지만 있으면 재미있을 수도 있겠죠...
CoopEmoteTextAllIsFineName,이상 무 텍스트 감정표현
CoopEmoteTextAllIsFineDescription,이걸 띄워 놓고 스샷 찍기 참 좋지요. 밈 생성기가 따로 필요 없을 정도예요.
CoopEmoteIconStopName,정지 아이콘 감정표현
CoopEmoteIconStopDescription,"빨간 팔각형 표지판을 사용해 풍선들에게 멈추라고 하거나, 게임 플레이가 이상하게 꼬일 때 사용하면 좋습니다."
CoopEmoteIconDangerName,위험 아이콘 감정표현
CoopEmoteIconDangerDescription,위험 표지판을 사용해 무서운 게 나타났다고 경고하거나 팀원의 좋지 못한 선택을 말릴 수 있죠.
GameUIUpgradesDisplayNamedMonkeysName,원숭이 이름
GameUIUpgradesDisplayNamedMonkeysDescription,각 원숭이 타워 유형에서 한 마리씩 이름을 붙이세요! 해당 유형의 원숭이를 처음 배치했을 때 그 이름으로 표시되며 평생 해당 원숭이의 전적이 기록됩니다! 게임 내 업그레이드 패널에서 원숭이 이름을 변경하고 메인 메뉴 프로필에서 전적을 확인하세요.
TrophyHeader,트로피 상점
TrophyTabHeroes,영웅
TrophyTabMonkeys,원숭이
TrophyTabBloons,풍선
TrophyTabCoop,협동
TrophyTabGameUI,게임 및 UI
TrophyTabFeatured,추천
TrophyTabInventory,인벤토리
TrophyTrophiesEarned,획득한 트로피:
Naval Tactics Ability,해군 전술
Naval Tactics Ability Description,주변의 수중 원숭이의 공격 속도를 잠시 동안 상당히 증가합니다.
Mega Mine Ability,메가 어뢰
Mega Mine Ability Description,MOAB이 닿으면 폭발하며 주변 풍선을 기절시키는 어마어마한 어뢰를 물이 있는 곳에 배치합니다.
Confirm,확인
PlayerStatsTimesPlaced,배치 횟수
Trophies,트로피
RewardsTop50,상위 50위
OdysseyMapComplete,{0} 섬 완료!
OdysseyComplete,오디세이 완료!
HeroesQuincyCyberQuincyPlacementFireworksShortName,사이버 불꽃놀이
HeroesAdoraPlacementSunbeamShortName,아도라 선빔
HeroesChurchillPlacementTankDropShortName,처칠 탱크 투하
HeroesBenjamminDJSkinPlacementPartyLightsShortName,DJ 벤 파티 조명
HeroesStrikerJonesPlacementParadropShortName,스트라이커 낙하
HeroesQuincyPetDadOfQuincyShortName,퀸시 아빠 펫
HeroesGwendolinPetFirefoxShortName,그웬돌린 불여우 펫
BloonsMOABSkinFootballShortName,미식축구 MOAB
BloonsBFBSkinPizzaShortName,피자 BFB
BloonsZOMGSkinWatermelonShortName,수박 ZOMG
BloonsMOABSkinMaulerShortName,주먹 MOAB
BloonsMOABSkinPufferFishShortName,복어 MOAB
BloonsAllBloonsDecalGooglyEyesShortName,눈깔 풍선
BloonsDDTSkinSharkShortName,상어 DDT
BloonsAllBloonsPopsConfettiShortName,종이 꽃가루 효과
BloonsBADSkinPinataShortName,피냐타 BAD
CoopEmoteAnimationDiscoBallShortName,디스코볼
CoopEmoteAnimationConfettiShortName,종이 꽃가루 대포
CoopEmoteTextAmazingShortName,대단해요 텍스트
CoopEmoteTextPerfectTimingShortName,완벽한 타이밍 텍스트
CoopEmoteAnimationSirenShortName,사이렌
CoopEmoteAnimationLoveHeartsShortName,사랑의 하트
CoopEmoteIconNoCashDropsShortName,캐시 투하 없음
CoopEmoteTextWhyShortName,왜? 텍스트
CoopEmoteSoundAirhornShortName,에어혼
CoopEmoteTextAllIsFineShortName,이상 무 텍스트
CoopEmoteIconStopShortName,정지
CoopEmoteIconDangerShortName,위험
GameUIUpgradesDisplayNamedMonkeysShortName,원숭이 이름
GameUIMusicTrackMusicTitleFiestaMixName,주크박스: 메인 테마- 피에스타 믹스
GameUIMusicTrackMusicTitleFiestaMixShortName,메인 - 피에스타
GameUIMusicTrackMusicTitleFiestaMixDescription,파티 타임 메인 테마의 댄스 리믹스로 게임에 파티 분위기를 더해봐요.\n메인 메뉴에서 설정에 들어가 주크박스에서 음악을 켤 수 있어요.
GameUIMusicTrackMusicSunshineGameboyMixName,주크박스: 햇살의 세레나데 - 게임보이 믹스
GameUIMusicTrackMusicSunshineGameboyMixShortName,세레나데 - 게임보이
GameUIMusicTrackMusicSunshineGameboyMixDescription,고전 게임 음악 스타일로 리믹스된 햇살의 세레나데로 8비트의 추억 속에 빠져보아요.\n메인 메뉴에서 설정에 들어가 주크박스에서 음악을 켤 수 있어요.
GameUIMusicTrackMusicTropicalComplextroMixName,주크박스: 열대의 카니발 - 컴플렉스트로 믹스
GameUIMusicTrackMusicTropicalComplextroMixShortName,카니발 - 컴플렉스트로
GameUIMusicTrackMusicTropicalComplextroMixDescription,컴플렉스트로 풍의 열대의 카니발을 틀면 원숭이들이 더 신나게 풍선을 터트릴 겁니다.\n메인 메뉴에서 설정에 들어가 주크박스에서 음악을 켤 수 있어요.
GameUIMusicTrackMusicTribesFunkedMixName,주크박스: 부족과 고난 - 펑크 믹스
GameUIMusicTrackMusicTribesFunkedMixShortName,부족 - 펑크
GameUIMusicTrackMusicTribesFunkedMixDescription,원숭이가 이렇게 많은데 펑크가 빠질 순 없죠. 넓은 옷깃에 금목걸이를 차고 노래에 맞춰 팝핑하며 춤을 춰요.\n메인 메뉴에서 설정에 들어가 주크박스에서 음악을 켤 수 있어요.
GameUIProfileAvatar13Name,커스텀 아바타 - 바이커 본즈
GameUIProfileAvatar13ShortName,바이커 본즈 아바타
GameUIProfileAvatar13Description,"""나는 복수의 원숭이다!""\n메인 메뉴의 아바타 이미지에서 플레이어 아바타를 설정할 수 있어요."
GameUIProfileAvatar14Name,커스텀 아바타 - 변신 강장제 연금술사
GameUIProfileAvatar14ShortName,변신 아바타
GameUIProfileAvatar14Description,최고의 강장제는 곧 독한 강장제입니다.\n메인 메뉴의 아바타 이미지에서 플레이어 아바타를 설정할 수 있어요.
GameUIProfileAvatar15Name,커스텀 아바타 - 숲의 정령 드루이드
GameUIProfileAvatar15ShortName,숲의 정령 드루이드
GameUIProfileAvatar15Description,자연과 하나 된 드루이드의 초연한 모습을 보여줍니다.\n메인 메뉴의 아바타 이미지에서 플레이어 아바타를 설정할 수 있어요.
GameUIProfileAvatar16Name,커스텀 아바타 - 모두 잡아! 팻
GameUIProfileAvatar16ShortName,팻 퍼스티 아바타
GameUIProfileAvatar16Description,거대한 원숭이의 표본이라고 할 수 있지요.\n메인 메뉴의 아바타 이미지에서 플레이어 아바타를 설정할 수 있어요.
GameUIProfileAvatar17Name,커스텀 아바타 - 쌔끈한 옆모습의 이질리
GameUIProfileAvatar17ShortName,이질리 아바타
GameUIProfileAvatar17Description,이질리가 가장 멋져 보이는 각도입니다.\n메인 메뉴의 아바타 이미지에서 플레이어 아바타를 설정할 수 있어요.
GameUIProfileAvatar18Name,커스텀 아바타 - 현장에서 뛰는 처칠
GameUIProfileAvatar18ShortName,처칠 아바타
GameUIProfileAvatar18Description,나라를 위해 헌신하는 모든 군인들을 기리는 의미도 되지요.\n메인 메뉴의 아바타 이미지에서 플레이어 아바타를 설정할 수 있어요.
MonkeyNameHeader,원숭이 이름 편집
MonkeyNameInstruction,각 유형의 첫 번째 원숭이에게 커스텀 이름을 붙여주세요. 이름이 잘 표시될 수 있도록 길이는 20글자 및 2줄 이하로 맞춰주세요. 스페이스를 치면 줄이 바뀝니다.
OdysseyCompleteDescription,"용맹한 모험가여, 축하합니다! 오디세이를 완료하여 다음과 같은 보상을 받았습니다!"
HeroBoosterDescription,영웅의 레벨을 10으로 즉시 올릴까요?
InappropriateNamedMonkeyName,적절한 원숭이 이름을 선택하세요.
PatchNotesLink,패치 노트 전문:
TrophyPurchaseConfirmation,트로피 {1}개로 {0}을(를) 구매하시겠어요?
TrophyPurchaseInsufficient,트로피가 부족해 아이템을 구매할 수 없어요. 경주와 오디세이 모드에서 더 구할 수 있어요.
TrophyStoreBought,구매함
LotusIsland,연꽃섬
OctoJonesStrikerJonesSkinName,옥토존스 스킨
OctoJonesStrikerJonesSkinDescription,내가 곧 바다니라!
OdysseyRestartVoyage,여정 재시작
CoopEmoteTextAmazingWord,대단해요!
CoopEmoteTextPerfectTimingWord,완벽한 타이밍
CoopEmoteTextWhyWord,왜?!
CoopEmoteTextAllIsFineWord,이상 무
PlayerStatsTimesUpgraded,업그레이드 횟수
PlayerStatsTimesSacrificed,희생 횟수
TrophyStoreInfoHeader,트로피 상점 정보
TrophyStoreInfoBody,트로피 상점에서는 여러 가지 멋진 커스터마이징 업그레이드를 만날 수 있어요!\n• 오디세이를 완료하거나 경주를 상위로 마치거나 보스를 처치하면 트로피를 획득합니다.\n• 구매 아이템은 대부분 인벤토리 탭에서 사용 여부를 설정할 수 있습니다.\n• 구매한 음악 트랙은 주크박스에 표시됩니다.\n• 구매한 아바타와 배너는 메인 메뉴 프로필에 표시됩니다.\n• 이름이 있는 원숭이는 게임 내 업그레이드 패널에서 변경할 수 있습니다.
