//Input. Needs to be first e.g [I] replaced by click or tap,
Click,Clique
GameUIPowerSkinIcebergPontoonName,Poder Personalizado - Balsa de Iceberg
GameUIPowerSkinIcebergPontoonShortName,Balsa de Iceberg
GameUIPowerSkinIcebergPontoonDescription,Veja seus problemas com Bloons derreterem com essa incrível Balsa de Iceberg.
GameUIProfileAvatar27Name,Avatar Personalizado - Macaco Ás
GameUIProfileAvatar27ShortName,Avatar Macaco Ás
GameUIProfileAvatar27Description,Macaco Ás ao resgate! Comande os céus com este grande avatar.
GameUIProfileAvatar28Name,Avatar Personalizado - Atirador de Dardos
GameUIProfileAvatar28ShortName,Avatar Atirador de Dardos
GameUIProfileAvatar28Description,"Você já viu a Torre Macaco, agora pegue o avatar! Mostre seu amor por esse antigo estourados de Bloons favorito!"
GameUIProfileAvatar29Name,Avatar Personalizado - Ninja de Inverno
GameUIProfileAvatar29ShortName,Avatar Ninja de Inverno
GameUIProfileAvatar29Description,Prepare-se para as festas com este avatar ninja frio como o gelo. Item de colecionador por tempo limitado!
GameUIProfileAvatar30Name,Avatar Personalizado - Patch de Festas
GameUIProfileAvatar30ShortName,Avatar Patch de Festas
GameUIProfileAvatar30Description,"Patch tem uma atualização pra você, Feliz Natal e um Próspero Ano Novo! Item de colecionador por tempo limitado!"
RecurringRangs,Bumerangues Recorrentes
RecurringRangsDescription,Bumerangues que voltarem para o Macaco Bumerangue serão jogados uma segunda vez.
FirstLastLineOfDefense,Primeira Última Linha de Defesa
FirstLastLineOfDefenseDescription,O preço de compra da primeira Usina de Espinhos a cada jogo é $150 mais barato.
FlankingManeuvers,Manobras de Flanqueamento
FlankingManeuversDescription,"Macaco Atirador, Macaco Sub e Macaco Bucaneiro atacam 10% mais rápido quando a prioridade de alvo estiver definida para ""último""."
EmergencyUnlock,Liberação de Emergência
EmergencyUnlockDescription,Habilidade Ativável: libera Atiradores de Dardos bloqueados e impulsiona a velocidade de disparo deles por um curto período.
GorgonStorm,Tempestade Górgona
GorgonStormDescription,Tempestade de Foguetes de Hidra atordoa Bloons danificados por um curto período.
CrossTheStreams,Cruze os Feixes
CrossTheStreamsDescription,"Onde raios de Plasma ou Caos cruzam a pista, eles criam piscinas de plasma temporárias."
MonkeysTogetherStrong,Macacos Fortes Juntos
MonkeysTogetherStrongDescription,Heróis recebem 5% mais experiência para cada herói posicionado.
GrandPrixSpree,Festival de Grandes Prêmios
GrandPrixSpreeDescription,O custo de Dinheiro de Macaco para entrar nas Corridas é reduzido em 10%.
ChallengeBrowser,Navegador de Desafios
Trending,Em alta
Casual,Casual
Newest,Mais novos
Expert,Expert
MostLiked,Populares
Favorites,Favoritos
Played,Jogados
MyChallenges,Meus desafios
ChallengeName,Nome do desafio
Creator,Criador
Likes,Curtidas
WinPercent,% de vitórias
Create,Criar
PageXofY,Página {0} de {1}
ChallengeInfo,Informação do desafio:
TimeUploaded,Enviado em
Last24Hours,Últimas 24 horas
LastWeek,Semana passada
LastMonth,Mês passado
AllTime,Sempre
NoChallengesFound,Nenhum desafio encontrado
Shared,Compartilhado
DeleteThisSave,Apagar este jogo salvo?
DeleteThisChallenge,Apagar este desafio permanentemente?
ShareAgainIn,Compartilhar novamente em:
ShareAgainExplanation,Compartilha novamente quando o tempo acabar. Você deve vencer o desafio para compartilhá-lo.
MySavedGames,Meus jogos salvos
ConfirmShare,Confirmar compartilhamento? Ele aparecerá no Navegador de Conteúdo dentro de alguns minutos.
Custom,Personalizado
ChallengeSearch,Busca/Código de Desafio...
IncludeOldVersions,Incluir versões antigas
Achievement 107 Name,Pronto Jogador Um?
Achievement 107 Description,Crie e vença 10 jogos cooperativos.
Achievement 108 Name,Luta de Titãs
Achievement 108 Description,Remova a fortificação de DDTs Fortificados 3.000 vezes.
Achievement 109 Name,A La Code
Achievement 109 Description,Envie um desafio para o Navegador de Conteúdo.
Achievement 110 Name,Representeado
Achievement 110 Description,Estoure 1.000.000 de bloons com Atiradoes de Dardos.
Achievement 111 Name,Louco dos Cupons
Achievement 111 Description,Gaste pelo menos 50 troféus na Loja de Troféus.
Achievement 112 Name,Gratificação Instantânea
Achievement 112 Description,"Use com Macaco Insta Nível 5. AVISO: mesmo após usados, Instas ainda contam para sua coleção!"
Achievement 113 Name,Século Insta
Achievement 113 Description,"Use 100 Macacos Insta. AVISO: mesmo após usados, Instas ainda contam para sua coleção!"
Achievement 114 Name,Corrida Limitada
Achievement 114 Description,Compre pelo menos 1 novo item de tempo limitado na Loja de Troféus.
Achievement 115 Name,Ferramentas para Dawrin
Achievement 115 Description,Melhore torres 20.000 vezes.
Achievement 116 Name,Estratégia Teimosa
Achievement 116 Description,"Só porque uma coisa pode ser feita, não significa que deve ser feita."
ChallengeBrowserDescription,"Jogue, crie e avalie conteúdo da comunidade!"
VerifiedUser,Usuário verificado
TrophyBadgesEmpty,Vença partidas para ganhar medalhas!
,
// External cleaning app (not in binary),
cleaner.oops.title,Opa!
cleaner.oops.message,Selecione uma opção válida...
cleaner.warning.title,Tem certeza?
cleaner.warning.message,AVISO: Não pode ser desfeito!
cleaner.title,Removedor de {0}
cleaner.Message,Selecione uma opção:
cleaner.RadioButton_CleanAll,Remover tudo
cleaner.RadioButton_Keep,Manter configurações e progresso
cleaner.RadioButton_CleanSelective,Remoção seletiva
cleaner.CheckBox_Preferences,Preferências
cleaner.CheckBox_Progress,Progresso
cleaner.Button_Run,Continuar
cleaner.Button_Exit,Sair
cleaner.allDone,Tudo pronto!
// External cleaning lines complete,
,
ChallengeBrowserError,Houve um erro ao carregar o Navegador de Conteúdo.
OverwriteChallengeBrowserText,Seu jogo salvo mais antigo será substituído. Tem certeza?
OverwriteChallengeBrowserHeader,Substituir jogo salvo?
GameUIMusicTrackMusicJingleBloonsName,Jukebox: Jingle Bloons
GameUIMusicTrackMusicJingleBloonsShortName,Jingle Bloons
GameUIMusicTrackMusicJingleBloonsDescription,Comemore as festas com essa incrível nova faixa original de Bloons. Toque o sino!\nHabilite músicas na Jukebox nas configurações do menu principal.
Favorite,Favorito
FasterRegen,Aumento na regeneração
SlowerRegen,Redução na regeneração
NewTower,Nova torre
MapUnlockTutorHeader,Liberando mapas
MapUnlockTutorBody,Vença um mapa pela primeira vez em qualquer categoria para liberar um mapa na próxima categoria.\n\n•Iniciante libera Intermediário\n•Intermediário libera Avançado\n•Avançado libera Expert
HideCompleted,Ocultar concluído
Ravine,Ravina
GameUIProfileAvatar31Name,Avatar Personalizado - Ninja Kabuki
GameUIProfileAvatar31ShortName,Avatar Ninja Kabuki
GameUIProfileAvatar31Description,O Macaco Ninja tem a melhor maquiagem de kumadori
GameUIProfileAvatar32Name,Avatar Personalizado - Helicóptero
GameUIProfileAvatar32ShortName,Avatar Helicóptero
GameUIProfileAvatar32Description,Rumo ao céu! Este avatar do Helicóptero combina fofura com eficiência
BloonsAllBloonsTruckerHatsName,Boné de Caminhoneiro
BloonsAllBloonsTruckerHatsShortName,Boné de Caminhoneiro
BloonsAllBloonsTruckerHatsDescription,Esses Bloons vão pegar a estrada! Segue na boleia!
BloonsAllBloonsPopsPowName,Efeito Estouro Pow
BloonsAllBloonsPopsPowShortName,Efeito Estouro Pow
BloonsAllBloonsPopsPowDescription,Pow! Bam! Pop! Mate mais Bloons com essa incrível animação de estouro
BloonsBFBSkinLanternName,BFB Lanterna
BloonsBFBSkinLanternShortName,BFB Lanterna
BloonsBFBSkinLanternDescription,"Traga sorte, prosperidade e luz ao campo de batalha com esse incrível visual do BFB"
TowerProjectileSpikeFactoryPineapplesName,Abacaxi da Usina de Espinhos
TowerProjectileSpikeFactoryPineapplesShortName,Abacaxi da Usina de Espinhos
TowerProjectileSpikeFactoryPineapplesDescription,"O que é mais espinhento que uma bola de espinhos? Um abacaxi, é claro! Hora de estourar! Melhoria exclusiva das Bolas de Espinhos."
GameUIMusicTrackMusicBMCStreetPartyName,Jukebox: BMC Street Party
GameUIMusicTrackMusicBMCStreetPartyShortName,BMC Street Party
GameUIMusicTrackMusicBMCStreetPartyDescription,"Ela voltooou! O povo pediu, Street Party de Bloons Monkey City!"
FirstTimeContinue,"Ah, não! Os Bloons passaram! Você pode continuar de graça essa primeira vez, mas depois disso vai ter que pagar Dinheiro de Macaco."
Follow,Seguir
Unfollow,Deixar de seguir
Following,Seguindo
Primary Knowledge,Conhecimento Primário
Military Knowledge,Conhecimento Militar
Magic Knowledge,Conhecimento Mágico
Support Knowledge,Conhecimento de Suporte
Heroes Knowledge,Conhecimento Heroico
Powers Knowledge,Conhecimento de Poderes
Block followers,Bloquear seguidores
Unblock followers,Desbloquear seguidores
Followers,Seguidores
Submitted Challenges,Desafios enviados
TurnOnNotificationsCreator,Ligar notificações para este criador?
TurnOffNotificationsCreator,Desligar notificações para este criador?
TargetingOptionFirstTimePopup,Mudar opções de mira às vezes pode ajudar em rodadas difíceis!
et_challengefreeplaytitle,Desafio Livre!
et_challengefreeplaydescription,"Este é o modo livre para Desafios. Você pode continuar a jogar, mas não receberá XP ou qualquer recompensa."
GameServicesBlockedText,"Algo está bloqueando o acesso aos nossos serviços de jogo. A jogabilidade pode ser impactada, desabilite o serviço de bloqueio para evitar problemas inesperados. Para mais informações: https://ninja.kiwi/btd6_network"
DoubleCashDisabled,Dinheiro Dobrado desabilitado
UnableToAccessDomain,"Incapaz de acessar {0}, desabilite qualquer serviço de bloqueio e tente novamente."
Custom Rounds,Rodadas personalizadas
Warning,Aviso
Player Completion Rate,Média de conclusão do jogador
Win Rate,Média de vitórias
HeroesBenjaminPlacementMatrixName,Chegada e Melhoria Matrix do Benjamin
HeroesBenjaminPlacementMatrixShortName,Matrix do Benjamin
HeroesBenjaminPlacementMatrixDescription,"Eita, agora eu sei kung fu! Apenas para o Benjamin original."
HeroesObynPetBunnyName,Coelhinho do Obyn
HeroesObynPetBunnyShortName,Coelhinho do Obyn
HeroesObynPetBunnyDescription,Esse coelhinho fofo é um dos melhores amigos do Obyn. Apenas para o Obyn original. Item de colecionador por tempo limitado!
TowerProjectileDartlingEasterEggsName,Ovos de Páscoa do Atirador de Dardos
TowerProjectileDartlingEasterEggsShortName,Ovos do Atirador
TowerProjectileDartlingEasterEggsDescription,Prepare suas delícias achocolatadas e dispare! Apenas para melhorias Chumbo e Foguete. Item de colecionador por tempo limitado!
TowerPetNinjaMonkeyKiwiName,Pet Kiwi do Macaco Ninja
TowerPetNinjaMonkeyKiwiShortName,Pet Ninja Kiwi
TowerPetNinjaMonkeyKiwiDescription,"A avezinha que não voa, Kiwi, o mais nobre ajudante para o Macaco Ninja."
BloonsMOABSkinChocolateName,MOAB Ovo de Chocolate
BloonsMOABSkinChocolateShortName,MOAB de Chocolate
BloonsMOABSkinChocolateDescription,"Ele pode estar coberto de chocolate, mas esse MOAB ainda tem 4 Cerâmicas dentro! Item de colecionador por tempo limitado!"
BloonsBFBSkinChocolateName,BFB Ovo de Chocolate
BloonsBFBSkinChocolateShortName,BFB de Chocolate
BloonsBFBSkinChocolateDescription,Pontos bônus se seu BFB de Chocolate tiver MOABs de Chocolate dentro. Item de colecionador por tempo limitado!
BloonsAllBloonsBunnyEarsName,Bloons Orelha de Coelho
BloonsAllBloonsBunnyEarsShortName,Bloons Orelha de Coelho
BloonsAllBloonsBunnyEarsDescription,Bloons ficam mais fofos com orelhinhas de coelho! Item de colecionador por tempo limitado!
BloonsAllBloonsPopsFlowersName,Efeito Estouro de Flores
BloonsAllBloonsPopsFlowersShortName,Efeito Estouro de Flores
BloonsAllBloonsPopsFlowersDescription,Cada estouro é uma explosão de cores com o efeito Estouro de Flores.
CoopEmoteAnimationPixelMonkeyDanceName,Reação Macaco Dançando
CoopEmoteAnimationPixelMonkeyDanceShortName,Macaco Dançando
CoopEmoteAnimationPixelMonkeyDanceDescription,"Dance pra mim, dance pra mim, ah, ah, ah..."
CoopEmoteAnimationFlowerBloomName,Reação Flores Abrindo
CoopEmoteAnimationFlowerBloomShortName,Flores Abrindo
CoopEmoteAnimationFlowerBloomDescription,"A primavera chegou, os pássaros cantam, as abelhas voam e as flores se abrem!"
GameUIProfileAvatar33Name,Avatar Personalizado - Ovos de Obyn
GameUIProfileAvatar33ShortName,Avatar Ovos de Obyn
GameUIProfileAvatar33Description,Proteja esses preciosos ovos com o Obyn. Item de colecionador por tempo limitado!
GameUIProfileAvatar34Name,Avatar Personalizado - Macaco Tachinha
GameUIProfileAvatar34ShortName,Avatar Macaco Tachinha
GameUIProfileAvatar34Description,Avatar vencedor por mutamarkl
GameUIProfileAvatar35Name,Avatar Personalizado - Poderoso Sentai
GameUIProfileAvatar35ShortName,Avatar Poderoso Sentai
GameUIProfileAvatar35Description,Avatar vencedor por Kuzuyku
GameUIProfileAvatar36Name,Avatar Personalizado - Mago Intenso
GameUIProfileAvatar36ShortName,Avatar Mago Intenso
GameUIProfileAvatar36Description,Avatar vencedor por _Concilliabule_
Balance,Equilíbrio
Blons,Blons
Latest Save,Último jogo salvo
Sauda,Sauda
Sauda Short Description,Espadachim
Sauda Description,"Com uma fúria calma, Sauda pode cortar Bloons com suas duas espadas afiadas."
Sauda Level 1 Description,Corta Bloons próximos com duas espadas. Pode estourar Camuflados.
Sauda Level 2 Description,Estoura mais Bloons por ataque.
Sauda Level 3 Description,Ataque de Espada com Salto: O dramático salto estourador de Chumbo de Sauda ataca os Bloons-alvo.
Sauda Level 4 Description,As espadas de Sauda cortam 2 camadas de Bloons.
Sauda Level 5 Description,Sauda ataca mais rápido.
Sauda Level 6 Description,Aumenta o alcance e o poder de estouro.
Sauda Level 7 Description,"Sauda busca a fraqueza dos Bloons, causa dano extra se estiverem atordoados e pode estourar Bloons Congelados."
Sauda Level 8 Description,Sauda ataca ainda mais rápido.
Sauda Level 9 Description,Sangramento de Bloon: Sauda estoura 3 camadas de Bloons com cada ataque e causa um efeito lento de dano contínuo.
Sauda Level 10 Description,"Carga de Espada: Sauda desliza pela pista inteira, devastando Bloons por onde passa."
Sauda Level 11 Description,"Sauda causa dano extra a qualquer Bloon desacelerado, imobilizado ou recebendo dano contínuo de outros macacos."
Sauda Level 12 Description,Ataque de Espada com Salto aumenta muito em poder.
Sauda Level 13 Description,Lâminas encantadas causam mais dano e permitem que Sauda danifique todos os Bloons.
Sauda Level 14 Description,Sauda ataca ainda mais rápido.
Sauda Level 15 Description,"Aumenta o alcance e o poder de estouro, e Ataque de Espada com Salto causa mais dano."
Sauda Level 16 Description,Carga de Espada causam muito dano extra.
Sauda Level 17 Description,Os ataques de espada de Sauda cortam muitas camadas de Bloons de uma vez.
Sauda Level 18 Description,Os ataques de espada de Sauda são rápidos como um borrão.
Sauda Level 19 Description,"Lâminas Encantadas causam dano extra a Bloons Camuflados, Regeneradores e Fortificados."
Sauda Level 20 Description,Carga de Espada mais poderosa varre todos os caminhos da pista três vezes! Poder de Espada com Salto aumenta muito.
SushiBentoBenjaminSkinName,Visual Sushi Bentô
SushiBentoBenjaminSkinDescription,"Pode pedir, tem sushi no cardápio!"
Leaping Sword Attack Ability,Ataque de Espada com Salto
Leaping Sword Attack Ability Description,O dramático salto estourador de Chumbo de Sauda ataca os Bloons-alvo.
Sword Charge Ability,Carga de Espada
Sword Charge Ability Description,"Sauda desliza pela pista inteira, devastando Bloons por onde passa."
Playing,Jogando: {0}
Solo,Solo
Custom Challenge,Desafio personalizado
Browsing,Navegando: {0}
Menues,Menus
Challenges,Desafios
GoldenBloonsPopped,Bloons Dourados Estourados
ChallengeStats,Estatísticas dos Desafios
Attempts,Tentativas
Wins,Vitórias
Fails,Fracassos
Unique Players,Jogadores únicos
Victorious Players,Jogadores vitoriosos
FirstWinner,Primeiro Vencedor
MostRecentWinner,Vencedor mais recente
DiskFullMessage,"Disco cheio, libere espaço e tente novamente."
RacePassRemaining,Corridas restantes:
RacePassHeader,Passe de Corrida
RacePassDescription,"Concede tentativas ilimitadas em corridas por corrida semanal!\nSem tempo, sem Dinheiro de Macaco, apenas corra!"
4RacesPass,Passe de 4 Corridas
12RacesPass,Passe de 12 Corridas
ft_goldentitle,Bloons Dourados
ft_goldendescription,"Estoure o Bloon Dourado para ganhar Dinheiro de Macaco extra! É difícil de estourar, mas você não perde vidas se ele escapar.\nO Bloon Dourado aparece várias vezes em cada partida e evolui com cada aparição!\nBoa sorte!"
TapToUnlock,[I] para liberar
